%count	x
5	-49.222154	19.006900	-10.142761	78.411201	-62.342625	68.926927	-46.472244	98.362953	95.099707	-1.837104	
10	-22.045098	2.539752	-2.639185	-8.287786	30.017152	52.639831	-68.178651	-73.909719	-63.475411	-88.355818	
15	-22.045098	2.539752	-2.639185	-8.287786	30.017152	52.639831	-68.178651	-73.909719	-63.475411	-88.355818	
20	-22.045098	2.539752	-2.639185	-8.287786	30.017152	52.639831	-68.178651	-73.909719	-63.475411	-88.355818	
25	-22.045098	2.539752	-2.639185	-8.287786	30.017152	52.639831	-68.178651	-73.909719	-63.475411	-88.355818	
30	-22.045098	2.539752	-2.639185	-8.287786	30.017152	52.639831	-68.178651	-73.909719	-63.475411	-88.355818	
35	-22.045098	2.539752	-2.639185	-8.287786	30.017152	52.639831	-68.178651	-73.909719	-63.475411	-88.355818	
40	-22.045098	2.539752	-2.639185	-8.287786	30.017152	52.639831	-68.178651	-73.909719	-63.475411	-88.355818	
45	38.243537	-49.082320	-74.024551	91.053864	-53.865941	-71.189299	61.919596	-20.587544	1.554616	91.258594	
50	38.243537	-49.082320	-74.024551	91.053864	-53.865941	-71.189299	61.919596	-20.587544	1.554616	91.258594	
100	38.243537	-49.082320	-74.024551	91.053864	-53.865941	-71.189299	61.919596	-20.587544	1.554616	91.258594	
150	38.243537	-49.082320	-74.024551	91.053864	-53.865941	-71.189299	61.919596	-20.587544	1.554616	91.258594	
200	44.613742	21.253715	2.787725	66.050128	87.994776	-93.161663	-69.019361	-87.351100	10.990038	4.884746	
250	44.613742	21.253715	2.787725	66.050128	87.994776	-93.161663	-69.019361	-87.351100	10.990038	4.884746	
300	-32.184834	-34.443292	-7.469224	86.857097	-74.428113	-72.264083	57.235725	96.630799	31.472076	34.585140	
350	-32.184834	-34.443292	-7.469224	86.857097	-74.428113	-72.264083	57.235725	96.630799	31.472076	34.585140	
400	-32.184834	-34.443292	-7.469224	86.857097	-74.428113	-72.264083	57.235725	96.630799	31.472076	34.585140	
450	-6.322657	89.643098	29.873900	59.377894	-27.321330	-94.076581	99.326122	35.029716	-8.519407	26.238892	
500	16.934041	39.213668	41.805782	50.448475	70.385513	-93.174978	-35.542401	-43.287171	20.625565	19.326204	
