%count	x
5	-87.728812	-89.343798	90.733095	97.872265	-20.757971	-88.353611	4.753935	42.333575	-21.485332	59.152576	
10	-55.799574	-48.041933	50.426130	-64.868627	-8.489588	-48.941812	-9.625595	49.598027	-1.634120	-99.488588	
15	-55.799574	-48.041933	50.426130	-64.868627	-8.489588	-48.941812	-9.625595	49.598027	-1.634120	-99.488588	
20	-55.799574	-48.041933	50.426130	-64.868627	-8.489588	-48.941812	-9.625595	49.598027	-1.634120	-99.488588	
25	-55.799574	-48.041933	50.426130	-64.868627	-8.489588	-48.941812	-9.625595	49.598027	-1.634120	-99.488588	
30	-55.799574	-48.041933	50.426130	-64.868627	-8.489588	-48.941812	-9.625595	49.598027	-1.634120	-99.488588	
35	-55.799574	-48.041933	50.426130	-64.868627	-8.489588	-48.941812	-9.625595	49.598027	-1.634120	-99.488588	
40	-57.526565	91.248841	11.029064	78.708069	-94.217481	-89.560825	-27.447532	-17.691407	-33.559655	-61.297671	
45	-57.526565	91.248841	11.029064	78.708069	-94.217481	-89.560825	-27.447532	-17.691407	-33.559655	-61.297671	
50	-57.526565	91.248841	11.029064	78.708069	-94.217481	-89.560825	-27.447532	-17.691407	-33.559655	-61.297671	
100	-34.968785	83.320394	-8.533206	82.785905	-17.530906	-44.229757	72.416912	9.427251	35.087945	-75.095747	
150	-34.968785	83.320394	-8.533206	82.785905	-17.530906	-44.229757	72.416912	9.427251	35.087945	-75.095747	
200	-34.968785	83.320394	-8.533206	82.785905	-17.530906	-44.229757	72.416912	9.427251	35.087945	-75.095747	
250	-34.968785	83.320394	-8.533206	82.785905	-17.530906	-44.229757	72.416912	9.427251	35.087945	-75.095747	
300	-34.968785	83.320394	-8.533206	82.785905	-17.530906	-44.229757	72.416912	9.427251	35.087945	-75.095747	
350	-34.968785	83.320394	-8.533206	82.785905	-17.530906	-44.229757	72.416912	9.427251	35.087945	-75.095747	
400	-82.074036	-16.752902	-95.829518	-47.767581	-92.740230	23.081481	78.161739	90.538290	-60.951676	2.011489	
450	-82.074036	-16.752902	-95.829518	-47.767581	-92.740230	23.081481	78.161739	90.538290	-60.951676	2.011489	
500	-82.074036	-16.752902	-95.829518	-47.767581	-92.740230	23.081481	78.161739	90.538290	-60.951676	2.011489	
