%count	x
5	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
10	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
15	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
20	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
25	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
30	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
35	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
40	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
45	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
50	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
100	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
150	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
200	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
250	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
300	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
350	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
400	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
450	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
500	96.898463	-14.201466	74.088366	12.791570	-11.136401	54.736299	30.845073	50.663059	74.741939	-17.730605	
