%count	x
5	56.843881	-86.419768	-98.059577	-23.564818	78.224334	77.286149	-93.432298	79.711768	-18.328315	7.448603	
10	36.205053	33.001348	-86.606211	-67.999496	-57.189361	46.939275	-30.048476	-18.920235	32.651219	-63.479833	
15	16.541752	42.182366	44.160781	-75.719885	-48.509975	21.403364	-51.229142	12.044564	-87.506215	-28.455351	
20	16.541752	42.182366	44.160781	-75.719885	-48.509975	21.403364	-51.229142	12.044564	-87.506215	-28.455351	
25	16.541752	42.182366	44.160781	-75.719885	-48.509975	21.403364	-51.229142	12.044564	-87.506215	-28.455351	
30	32.802793	5.314379	-32.169508	-82.430553	10.043592	53.783919	14.651981	39.521660	-19.310272	16.575320	
35	32.802793	5.314379	-32.169508	-82.430553	10.043592	53.783919	14.651981	39.521660	-19.310272	16.575320	
40	32.802793	5.314379	-32.169508	-82.430553	10.043592	53.783919	14.651981	39.521660	-19.310272	16.575320	
45	32.802793	5.314379	-32.169508	-82.430553	10.043592	53.783919	14.651981	39.521660	-19.310272	16.575320	
50	45.205006	-24.834120	55.945092	14.475054	-20.170299	57.385280	-73.261210	85.650875	1.432446	-11.563969	
100	45.205006	-24.834120	55.945092	14.475054	-20.170299	57.385280	-73.261210	85.650875	1.432446	-11.563969	
150	45.205006	-24.834120	55.945092	14.475054	-20.170299	57.385280	-73.261210	85.650875	1.432446	-11.563969	
200	45.205006	-24.834120	55.945092	14.475054	-20.170299	57.385280	-73.261210	85.650875	1.432446	-11.563969	
250	86.955234	12.514013	-3.933855	-72.491810	-68.408186	47.400514	-52.693659	99.380109	-29.757770	-84.815082	
300	86.955234	12.514013	-3.933855	-72.491810	-68.408186	47.400514	-52.693659	99.380109	-29.757770	-84.815082	
350	86.955234	12.514013	-3.933855	-72.491810	-68.408186	47.400514	-52.693659	99.380109	-29.757770	-84.815082	
400	86.955234	12.514013	-3.933855	-72.491810	-68.408186	47.400514	-52.693659	99.380109	-29.757770	-84.815082	
450	86.955234	12.514013	-3.933855	-72.491810	-68.408186	47.400514	-52.693659	99.380109	-29.757770	-84.815082	
500	86.955234	12.514013	-3.933855	-72.491810	-68.408186	47.400514	-52.693659	99.380109	-29.757770	-84.815082	
