%count	x
5	58.932118	69.751118	-17.952636	48.816040	-97.917850	85.072274	74.387934	-1.521213	-92.611789	19.485464	
10	58.932118	69.751118	-17.952636	48.816040	-97.917850	85.072274	74.387934	-1.521213	-92.611789	19.485464	
15	58.932118	69.751118	-17.952636	48.816040	-97.917850	85.072274	74.387934	-1.521213	-92.611789	19.485464	
20	58.932118	69.751118	-17.952636	48.816040	-97.917850	85.072274	74.387934	-1.521213	-92.611789	19.485464	
25	58.932118	69.751118	-17.952636	48.816040	-97.917850	85.072274	74.387934	-1.521213	-92.611789	19.485464	
30	58.932118	69.751118	-17.952636	48.816040	-97.917850	85.072274	74.387934	-1.521213	-92.611789	19.485464	
35	58.932118	69.751118	-17.952636	48.816040	-97.917850	85.072274	74.387934	-1.521213	-92.611789	19.485464	
40	58.932118	69.751118	-17.952636	48.816040	-97.917850	85.072274	74.387934	-1.521213	-92.611789	19.485464	
45	58.932118	69.751118	-17.952636	48.816040	-97.917850	85.072274	74.387934	-1.521213	-92.611789	19.485464	
50	58.932118	69.751118	-17.952636	48.816040	-97.917850	85.072274	74.387934	-1.521213	-92.611789	19.485464	
100	58.932118	69.751118	-17.952636	48.816040	-97.917850	85.072274	74.387934	-1.521213	-92.611789	19.485464	
150	-96.017642	-23.651219	58.658798	90.335818	-74.357341	-44.851053	-35.685193	-34.766312	65.168210	75.704160	
200	-96.017642	-23.651219	58.658798	90.335818	-74.357341	-44.851053	-35.685193	-34.766312	65.168210	75.704160	
250	-96.017642	-23.651219	58.658798	90.335818	-74.357341	-44.851053	-35.685193	-34.766312	65.168210	75.704160	
300	-96.017642	-23.651219	58.658798	90.335818	-74.357341	-44.851053	-35.685193	-34.766312	65.168210	75.704160	
350	-96.017642	-23.651219	58.658798	90.335818	-74.357341	-44.851053	-35.685193	-34.766312	65.168210	75.704160	
400	-96.017642	-23.651219	58.658798	90.335818	-74.357341	-44.851053	-35.685193	-34.766312	65.168210	75.704160	
450	-96.017642	-23.651219	58.658798	90.335818	-74.357341	-44.851053	-35.685193	-34.766312	65.168210	75.704160	
500	-96.017642	-23.651219	58.658798	90.335818	-74.357341	-44.851053	-35.685193	-34.766312	65.168210	75.704160	
