%count	x
5	-36.521446	53.391462	95.152509	-73.527880	10.831674	-73.501096	-11.045927	66.388810	-35.266031	39.834115	
10	-36.521446	53.391462	95.152509	-73.527880	10.831674	-73.501096	-11.045927	66.388810	-35.266031	39.834115	
15	7.447438	97.270111	54.483396	-54.415449	59.248084	83.967074	-4.041919	54.211170	-3.012190	51.000391	
20	7.447438	97.270111	54.483396	-54.415449	59.248084	83.967074	-4.041919	54.211170	-3.012190	51.000391	
25	7.447438	97.270111	54.483396	-54.415449	59.248084	83.967074	-4.041919	54.211170	-3.012190	51.000391	
30	7.447438	97.270111	54.483396	-54.415449	59.248084	83.967074	-4.041919	54.211170	-3.012190	51.000391	
35	7.447438	97.270111	54.483396	-54.415449	59.248084	83.967074	-4.041919	54.211170	-3.012190	51.000391	
40	-32.632644	-5.892695	84.010365	-6.724849	-25.799973	51.645442	-55.905190	93.287948	52.521839	-6.841615	
45	-12.355764	75.387156	26.699632	-55.386491	50.453610	26.960494	-38.240466	16.588387	-68.441550	-57.231876	
50	-12.355764	75.387156	26.699632	-55.386491	50.453610	26.960494	-38.240466	16.588387	-68.441550	-57.231876	
100	35.704864	-23.667003	37.728967	-27.661245	23.977250	-28.212782	-16.571914	10.845341	-24.932618	31.590581	
150	-56.053482	-33.190922	67.249333	-86.488128	-80.859397	-43.090022	-23.652615	45.715011	-43.290224	35.656740	
200	30.088803	-18.804164	70.201284	-98.414336	-44.250453	3.153754	-55.113295	59.399984	-30.544756	48.778476	
250	30.088803	-18.804164	70.201284	-98.414336	-44.250453	3.153754	-55.113295	59.399984	-30.544756	48.778476	
300	-41.370635	-43.354812	59.201222	-66.943964	-51.898508	27.998615	5.461383	51.155799	-35.227414	14.962560	
350	-41.370635	-43.354812	59.201222	-66.943964	-51.898508	27.998615	5.461383	51.155799	-35.227414	14.962560	
400	-41.370635	-43.354812	59.201222	-66.943964	-51.898508	27.998615	5.461383	51.155799	-35.227414	14.962560	
450	-41.370635	-43.354812	59.201222	-66.943964	-51.898508	27.998615	5.461383	51.155799	-35.227414	14.962560	
500	-41.370635	-43.354812	59.201222	-66.943964	-51.898508	27.998615	5.461383	51.155799	-35.227414	14.962560	
