%count	x
5	38.953070	-18.754420	-55.933614	51.389612	53.558651	-59.845034	53.705181	53.559503	52.600209	-65.458573	
10	61.893904	83.988562	-63.387590	-47.097958	60.839376	-96.564079	-96.724793	79.984971	34.684146	-44.514910	
15	61.893904	83.988562	-63.387590	-47.097958	60.839376	-96.564079	-96.724793	79.984971	34.684146	-44.514910	
20	61.893904	83.988562	-63.387590	-47.097958	60.839376	-96.564079	-96.724793	79.984971	34.684146	-44.514910	
25	5.836758	13.278484	85.191582	41.516678	91.215416	-81.908225	-9.338966	-44.455852	86.810081	-63.999160	
30	5.836758	13.278484	85.191582	41.516678	91.215416	-81.908225	-9.338966	-44.455852	86.810081	-63.999160	
35	5.836758	13.278484	85.191582	41.516678	91.215416	-81.908225	-9.338966	-44.455852	86.810081	-63.999160	
40	5.836758	13.278484	85.191582	41.516678	91.215416	-81.908225	-9.338966	-44.455852	86.810081	-63.999160	
45	5.836758	13.278484	85.191582	41.516678	91.215416	-81.908225	-9.338966	-44.455852	86.810081	-63.999160	
50	5.836758	13.278484	85.191582	41.516678	91.215416	-81.908225	-9.338966	-44.455852	86.810081	-63.999160	
100	61.187414	71.576663	85.720162	20.031094	42.375717	-10.351157	20.506276	68.484181	-62.453719	14.397917	
150	68.751512	44.562084	69.359127	71.736703	51.112477	-3.697403	41.943348	-22.142370	-43.858769	-62.837849	
200	15.653096	-35.481695	55.129232	-38.280693	9.142807	-12.280701	18.092480	52.861098	85.987083	1.319825	
250	15.653096	-35.481695	55.129232	-38.280693	9.142807	-12.280701	18.092480	52.861098	85.987083	1.319825	
300	15.653096	-35.481695	55.129232	-38.280693	9.142807	-12.280701	18.092480	52.861098	85.987083	1.319825	
350	15.653096	-35.481695	55.129232	-38.280693	9.142807	-12.280701	18.092480	52.861098	85.987083	1.319825	
400	50.118047	70.528014	4.051703	-24.661093	22.557108	-78.020044	-5.229910	-68.814797	94.251406	-12.245759	
450	50.118047	70.528014	4.051703	-24.661093	22.557108	-78.020044	-5.229910	-68.814797	94.251406	-12.245759	
500	50.118047	70.528014	4.051703	-24.661093	22.557108	-78.020044	-5.229910	-68.814797	94.251406	-12.245759	
