%count	x
15	-69.194776	-98.358256	-0.466338	8.208593	18.592348	28.526720	60.889754	96.219115	57.034696	19.150810	-91.328450	-10.459226	-27.944002	-68.702442	90.431174	-42.046234	-85.438318	-72.746664	67.826614	3.832951	89.659043	-9.460386	-69.614021	-20.139829	68.294097	-1.961241	-64.289360	-57.488334	17.724386	33.924438	
30	-69.194776	-98.358256	-0.466338	8.208593	18.592348	28.526720	60.889754	96.219115	57.034696	19.150810	-91.328450	-10.459226	-27.944002	-68.702442	90.431174	-42.046234	-85.438318	-72.746664	67.826614	3.832951	89.659043	-9.460386	-69.614021	-20.139829	68.294097	-1.961241	-64.289360	-57.488334	17.724386	33.924438	
45	81.578135	-58.398215	15.573508	-53.198061	48.531438	-81.805149	39.504499	69.996565	71.799129	34.745578	-62.663416	34.848804	-2.158238	87.899646	20.254584	-47.056585	72.977315	54.366040	51.927443	89.210812	94.848190	33.393027	74.851967	35.250128	88.192675	3.459572	45.239124	-60.401735	32.748062	51.038850	
60	81.578135	-58.398215	15.573508	-53.198061	48.531438	-81.805149	39.504499	69.996565	71.799129	34.745578	-62.663416	34.848804	-2.158238	87.899646	20.254584	-47.056585	72.977315	54.366040	51.927443	89.210812	94.848190	33.393027	74.851967	35.250128	88.192675	3.459572	45.239124	-60.401735	32.748062	51.038850	
75	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
90	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
105	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
120	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
135	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
150	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
300	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
450	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
600	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
750	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
900	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
1050	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
1200	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
1350	-35.165811	5.922647	3.477281	33.768026	-45.199012	45.509266	-95.528176	-1.201370	-67.355687	88.391663	-92.687883	-62.259552	-27.767280	-42.436119	91.118167	74.827604	-25.754005	-98.444665	-60.694372	-6.751900	14.890477	40.571821	44.274578	-31.960717	-47.443460	23.321264	-61.647919	85.877359	-18.784292	-65.056312	
1500	-94.836615	-16.996010	14.984206	13.200066	-92.410136	39.837757	72.720162	-79.394484	37.950341	-27.246483	-74.764118	58.269410	31.317459	48.817447	97.825216	67.500545	-42.578269	76.162366	57.760135	20.025410	71.164571	23.503665	-15.553209	-8.271685	-44.005271	-30.520231	66.917616	64.378113	-41.841553	-39.056172	
