%count	x
5	-22.736618	53.822436	82.089217	-35.010042	0.128692	9.732768	-62.417682	-9.734612	-16.361038	47.410211	
10	-36.713601	99.237764	38.841428	-68.693840	-0.502981	-27.947201	20.596179	-67.947499	-58.977912	-78.447897	
15	-36.713601	99.237764	38.841428	-68.693840	-0.502981	-27.947201	20.596179	-67.947499	-58.977912	-78.447897	
20	-14.584984	-22.007355	-9.083342	-8.654041	-92.330084	-96.914367	82.918376	-55.143528	2.359734	83.619610	
25	-14.584984	-22.007355	-9.083342	-8.654041	-92.330084	-96.914367	82.918376	-55.143528	2.359734	83.619610	
30	22.012513	-3.077689	76.364581	-66.041668	31.394253	-31.678092	4.432161	-91.618272	-39.540954	82.401887	
35	22.012513	-3.077689	76.364581	-66.041668	31.394253	-31.678092	4.432161	-91.618272	-39.540954	82.401887	
40	-20.283603	31.466834	31.523360	-64.800824	1.834884	-24.505057	42.474826	-74.625568	-50.530371	-40.013525	
45	-20.283603	31.466834	31.523360	-64.800824	1.834884	-24.505057	42.474826	-74.625568	-50.530371	-40.013525	
50	-20.283603	31.466834	31.523360	-64.800824	1.834884	-24.505057	42.474826	-74.625568	-50.530371	-40.013525	
100	56.700604	-26.945070	84.134184	-65.733874	-49.245132	19.344825	74.007848	-15.119313	0.092636	19.456921	
150	56.700604	-26.945070	84.134184	-65.733874	-49.245132	19.344825	74.007848	-15.119313	0.092636	19.456921	
200	56.700604	-26.945070	84.134184	-65.733874	-49.245132	19.344825	74.007848	-15.119313	0.092636	19.456921	
250	32.219324	99.917890	43.270002	-59.246667	-51.186094	-23.801464	71.608264	-4.413897	62.770411	22.744000	
300	32.219324	99.917890	43.270002	-59.246667	-51.186094	-23.801464	71.608264	-4.413897	62.770411	22.744000	
350	32.219324	99.917890	43.270002	-59.246667	-51.186094	-23.801464	71.608264	-4.413897	62.770411	22.744000	
400	32.219324	99.917890	43.270002	-59.246667	-51.186094	-23.801464	71.608264	-4.413897	62.770411	22.744000	
450	32.219324	99.917890	43.270002	-59.246667	-51.186094	-23.801464	71.608264	-4.413897	62.770411	22.744000	
500	32.219324	99.917890	43.270002	-59.246667	-51.186094	-23.801464	71.608264	-4.413897	62.770411	22.744000	
