%count	x
5	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
10	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
15	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
20	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
25	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
30	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
35	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
40	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
45	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
50	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
100	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
150	-65.675481	-24.836169	-37.177885	19.813052	-36.587477	30.679706	-58.749703	83.087794	13.817687	-6.450904	
200	-91.822782	71.716710	39.752983	95.132493	54.786854	-20.169153	41.952948	29.533554	17.545689	-89.798737	
250	-91.822782	71.716710	39.752983	95.132493	54.786854	-20.169153	41.952948	29.533554	17.545689	-89.798737	
300	-91.822782	71.716710	39.752983	95.132493	54.786854	-20.169153	41.952948	29.533554	17.545689	-89.798737	
350	-91.822782	71.716710	39.752983	95.132493	54.786854	-20.169153	41.952948	29.533554	17.545689	-89.798737	
400	-91.822782	71.716710	39.752983	95.132493	54.786854	-20.169153	41.952948	29.533554	17.545689	-89.798737	
450	-91.822782	71.716710	39.752983	95.132493	54.786854	-20.169153	41.952948	29.533554	17.545689	-89.798737	
500	-91.822782	71.716710	39.752983	95.132493	54.786854	-20.169153	41.952948	29.533554	17.545689	-89.798737	
