%count	x
15	-21.726902	-84.137331	-30.579030	-29.136917	58.386838	13.516986	-80.690171	78.341533	-63.286376	70.538784	76.740716	-47.498269	81.957843	13.465597	85.926883	-22.684936	-90.610471	-49.243864	43.436138	82.305821	33.083221	-59.300270	-99.062066	-78.674944	65.221458	-81.122126	73.193421	25.430952	40.815183	4.867479	
30	-51.216143	25.739925	99.823528	-14.643023	-29.392310	96.372803	-99.976598	1.868871	-92.348951	-70.710992	-19.215648	-28.243681	-78.797641	-97.189536	98.025927	92.661677	-7.045516	48.835417	66.880630	91.196640	-83.249934	76.309403	-51.968624	4.602140	31.852171	73.352889	-73.593028	-33.953770	23.265355	57.352733	
45	30.743223	-5.153869	-55.588516	-68.304483	-31.526739	73.601879	-81.898719	-59.428693	22.542420	-22.168153	15.391488	59.717529	78.785636	98.268113	-13.740610	-95.411296	-47.099618	-92.285316	95.277900	-48.082320	12.832423	2.528080	-17.394181	-86.107598	62.607972	34.693040	-27.692391	-46.615878	-61.212184	69.635319	
60	30.743223	-5.153869	-55.588516	-68.304483	-31.526739	73.601879	-81.898719	-59.428693	22.542420	-22.168153	15.391488	59.717529	78.785636	98.268113	-13.740610	-95.411296	-47.099618	-92.285316	95.277900	-48.082320	12.832423	2.528080	-17.394181	-86.107598	62.607972	34.693040	-27.692391	-46.615878	-61.212184	69.635319	
75	-10.285842	47.345147	60.705598	-14.316753	14.660453	-48.662001	93.963575	81.841822	61.228836	-22.871724	1.217702	-84.203127	-27.415862	-99.656455	-83.867310	-25.955000	14.387838	-11.056367	42.279299	2.493330	12.315165	-35.370564	-58.665370	79.429367	98.686342	-62.797567	-72.748766	-25.271067	-19.691252	88.766842	
90	-10.285842	47.345147	60.705598	-14.316753	14.660453	-48.662001	93.963575	81.841822	61.228836	-22.871724	1.217702	-84.203127	-27.415862	-99.656455	-83.867310	-25.955000	14.387838	-11.056367	42.279299	2.493330	12.315165	-35.370564	-58.665370	79.429367	98.686342	-62.797567	-72.748766	-25.271067	-19.691252	88.766842	
105	-10.285842	47.345147	60.705598	-14.316753	14.660453	-48.662001	93.963575	81.841822	61.228836	-22.871724	1.217702	-84.203127	-27.415862	-99.656455	-83.867310	-25.955000	14.387838	-11.056367	42.279299	2.493330	12.315165	-35.370564	-58.665370	79.429367	98.686342	-62.797567	-72.748766	-25.271067	-19.691252	88.766842	
120	-10.285842	47.345147	60.705598	-14.316753	14.660453	-48.662001	93.963575	81.841822	61.228836	-22.871724	1.217702	-84.203127	-27.415862	-99.656455	-83.867310	-25.955000	14.387838	-11.056367	42.279299	2.493330	12.315165	-35.370564	-58.665370	79.429367	98.686342	-62.797567	-72.748766	-25.271067	-19.691252	88.766842	
135	-10.285842	47.345147	60.705598	-14.316753	14.660453	-48.662001	93.963575	81.841822	61.228836	-22.871724	1.217702	-84.203127	-27.415862	-99.656455	-83.867310	-25.955000	14.387838	-11.056367	42.279299	2.493330	12.315165	-35.370564	-58.665370	79.429367	98.686342	-62.797567	-72.748766	-25.271067	-19.691252	88.766842	
150	-10.285842	47.345147	60.705598	-14.316753	14.660453	-48.662001	93.963575	81.841822	61.228836	-22.871724	1.217702	-84.203127	-27.415862	-99.656455	-83.867310	-25.955000	14.387838	-11.056367	42.279299	2.493330	12.315165	-35.370564	-58.665370	79.429367	98.686342	-62.797567	-72.748766	-25.271067	-19.691252	88.766842	
300	-86.552755	-40.373901	49.937685	-89.616073	-5.788942	74.503386	87.303406	21.616933	51.241448	-14.118164	47.516015	38.263773	-15.626315	-5.075438	-39.471179	-21.593734	72.848725	10.857104	-67.198601	-62.753725	44.946300	-6.066989	-66.474034	86.605569	-58.759391	1.384734	20.441670	9.797178	-56.539023	31.387410	
450	-86.552755	-40.373901	49.937685	-89.616073	-5.788942	74.503386	87.303406	21.616933	51.241448	-14.118164	47.516015	38.263773	-15.626315	-5.075438	-39.471179	-21.593734	72.848725	10.857104	-67.198601	-62.753725	44.946300	-6.066989	-66.474034	86.605569	-58.759391	1.384734	20.441670	9.797178	-56.539023	31.387410	
600	-86.552755	-40.373901	49.937685	-89.616073	-5.788942	74.503386	87.303406	21.616933	51.241448	-14.118164	47.516015	38.263773	-15.626315	-5.075438	-39.471179	-21.593734	72.848725	10.857104	-67.198601	-62.753725	44.946300	-6.066989	-66.474034	86.605569	-58.759391	1.384734	20.441670	9.797178	-56.539023	31.387410	
750	-86.552755	-40.373901	49.937685	-89.616073	-5.788942	74.503386	87.303406	21.616933	51.241448	-14.118164	47.516015	38.263773	-15.626315	-5.075438	-39.471179	-21.593734	72.848725	10.857104	-67.198601	-62.753725	44.946300	-6.066989	-66.474034	86.605569	-58.759391	1.384734	20.441670	9.797178	-56.539023	31.387410	
900	85.563993	-55.905498	3.050466	93.566973	-5.924943	-7.839003	29.530521	98.543043	-77.923811	9.001593	-0.632833	31.289311	-29.565214	11.676080	-73.598847	10.840747	69.022384	19.332754	10.665296	34.910289	-40.060179	-59.805774	-79.995747	-41.089387	36.113445	33.094118	-9.125925	-78.641776	80.307643	75.667267	
1050	85.563993	-55.905498	3.050466	93.566973	-5.924943	-7.839003	29.530521	98.543043	-77.923811	9.001593	-0.632833	31.289311	-29.565214	11.676080	-73.598847	10.840747	69.022384	19.332754	10.665296	34.910289	-40.060179	-59.805774	-79.995747	-41.089387	36.113445	33.094118	-9.125925	-78.641776	80.307643	75.667267	
1200	85.563993	-55.905498	3.050466	93.566973	-5.924943	-7.839003	29.530521	98.543043	-77.923811	9.001593	-0.632833	31.289311	-29.565214	11.676080	-73.598847	10.840747	69.022384	19.332754	10.665296	34.910289	-40.060179	-59.805774	-79.995747	-41.089387	36.113445	33.094118	-9.125925	-78.641776	80.307643	75.667267	
1350	85.563993	-55.905498	3.050466	93.566973	-5.924943	-7.839003	29.530521	98.543043	-77.923811	9.001593	-0.632833	31.289311	-29.565214	11.676080	-73.598847	10.840747	69.022384	19.332754	10.665296	34.910289	-40.060179	-59.805774	-79.995747	-41.089387	36.113445	33.094118	-9.125925	-78.641776	80.307643	75.667267	
1500	85.563993	-55.905498	3.050466	93.566973	-5.924943	-7.839003	29.530521	98.543043	-77.923811	9.001593	-0.632833	31.289311	-29.565214	11.676080	-73.598847	10.840747	69.022384	19.332754	10.665296	34.910289	-40.060179	-59.805774	-79.995747	-41.089387	36.113445	33.094118	-9.125925	-78.641776	80.307643	75.667267	
