%count	x
5	93.520815	64.644767	3.814566	22.671031	7.181614	63.276192	-16.474415	-7.835259	-57.680923	-56.441136	
10	-65.621071	74.727416	-85.921034	69.510505	80.556205	38.840602	31.073978	-49.321446	40.241902	-64.158002	
15	68.615294	-91.001265	-10.293882	57.414880	59.372439	-71.395948	-43.857935	-76.046997	-47.114263	-24.169180	
20	68.615294	-91.001265	-10.293882	57.414880	59.372439	-71.395948	-43.857935	-76.046997	-47.114263	-24.169180	
25	68.615294	-91.001265	-10.293882	57.414880	59.372439	-71.395948	-43.857935	-76.046997	-47.114263	-24.169180	
30	68.615294	-91.001265	-10.293882	57.414880	59.372439	-71.395948	-43.857935	-76.046997	-47.114263	-24.169180	
35	68.615294	-91.001265	-10.293882	57.414880	59.372439	-71.395948	-43.857935	-76.046997	-47.114263	-24.169180	
40	68.615294	-91.001265	-10.293882	57.414880	59.372439	-71.395948	-43.857935	-76.046997	-47.114263	-24.169180	
45	68.615294	-91.001265	-10.293882	57.414880	59.372439	-71.395948	-43.857935	-76.046997	-47.114263	-24.169180	
50	68.615294	-91.001265	-10.293882	57.414880	59.372439	-71.395948	-43.857935	-76.046997	-47.114263	-24.169180	
100	-15.080565	9.433856	-89.205983	-50.441387	-97.959136	-32.345133	38.093932	-57.291315	-83.375365	-85.102950	
150	90.949317	-86.906970	39.108474	18.292688	-6.552234	-47.949811	6.066443	-90.242733	-76.022444	7.856877	
200	90.949317	-86.906970	39.108474	18.292688	-6.552234	-47.949811	6.066443	-90.242733	-76.022444	7.856877	
250	90.949317	-86.906970	39.108474	18.292688	-6.552234	-47.949811	6.066443	-90.242733	-76.022444	7.856877	
300	46.078384	-43.072529	-80.267977	43.223000	86.631898	-66.808154	38.857043	76.831604	35.274226	-48.914846	
350	75.467251	-42.680551	42.078485	-4.679103	97.208303	-33.511399	-63.890580	90.384452	72.611817	-74.745754	
400	75.467251	-42.680551	42.078485	-4.679103	97.208303	-33.511399	-63.890580	90.384452	72.611817	-74.745754	
450	75.467251	-42.680551	42.078485	-4.679103	97.208303	-33.511399	-63.890580	90.384452	72.611817	-74.745754	
500	75.467251	-42.680551	42.078485	-4.679103	97.208303	-33.511399	-63.890580	90.384452	72.611817	-74.745754	
