%count	x
5	-50.280420	12.400208	6.865360	-57.727004	29.388095	-42.289049	54.379332	26.819333	94.530281	-7.821665	
10	-50.280420	12.400208	6.865360	-57.727004	29.388095	-42.289049	54.379332	26.819333	94.530281	-7.821665	
15	75.584587	58.996443	-48.636694	-11.368686	-74.045744	54.210199	-22.611025	-78.532733	18.476631	-3.067720	
20	75.584587	58.996443	-48.636694	-11.368686	-74.045744	54.210199	-22.611025	-78.532733	18.476631	-3.067720	
25	94.414775	20.230692	-39.302219	-57.640887	-21.356770	13.203315	74.751655	-47.931715	-18.667978	-49.268619	
30	94.414775	20.230692	-39.302219	-57.640887	-21.356770	13.203315	74.751655	-47.931715	-18.667978	-49.268619	
35	94.414775	20.230692	-39.302219	-57.640887	-21.356770	13.203315	74.751655	-47.931715	-18.667978	-49.268619	
40	94.414775	20.230692	-39.302219	-57.640887	-21.356770	13.203315	74.751655	-47.931715	-18.667978	-49.268619	
45	94.414775	20.230692	-39.302219	-57.640887	-21.356770	13.203315	74.751655	-47.931715	-18.667978	-49.268619	
50	94.414775	20.230692	-39.302219	-57.640887	-21.356770	13.203315	74.751655	-47.931715	-18.667978	-49.268619	
100	60.892516	69.800536	93.438346	-74.537587	-96.089713	22.288753	67.409072	-95.556847	39.594198	40.639244	
150	60.892516	69.800536	93.438346	-74.537587	-96.089713	22.288753	67.409072	-95.556847	39.594198	40.639244	
200	60.892516	69.800536	93.438346	-74.537587	-96.089713	22.288753	67.409072	-95.556847	39.594198	40.639244	
250	70.308068	-40.082195	63.373530	-85.869998	-13.373037	72.530205	66.724131	-88.033684	28.027670	59.731426	
300	70.308068	-40.082195	63.373530	-85.869998	-13.373037	72.530205	66.724131	-88.033684	28.027670	59.731426	
350	34.242565	25.340743	48.393383	18.409245	-31.294714	37.658235	82.629591	-80.254638	38.176973	-25.076779	
400	34.242565	25.340743	48.393383	18.409245	-31.294714	37.658235	82.629591	-80.254638	38.176973	-25.076779	
450	34.242565	25.340743	48.393383	18.409245	-31.294714	37.658235	82.629591	-80.254638	38.176973	-25.076779	
500	34.242565	25.340743	48.393383	18.409245	-31.294714	37.658235	82.629591	-80.254638	38.176973	-25.076779	
