%count	x
5	-93.399728	88.186529	59.693212	-15.658294	65.823147	-12.357394	77.601740	75.228886	78.585064	-51.792054	
10	-93.399728	88.186529	59.693212	-15.658294	65.823147	-12.357394	77.601740	75.228886	78.585064	-51.792054	
15	29.737355	39.194693	96.284821	68.230652	42.092588	49.765230	-96.593048	14.435547	9.876542	74.084122	
20	29.737355	39.194693	96.284821	68.230652	42.092588	49.765230	-96.593048	14.435547	9.876542	74.084122	
25	29.737355	39.194693	96.284821	68.230652	42.092588	49.765230	-96.593048	14.435547	9.876542	74.084122	
30	29.737355	39.194693	96.284821	68.230652	42.092588	49.765230	-96.593048	14.435547	9.876542	74.084122	
35	-90.460960	19.285829	-80.734980	84.560567	14.503713	-98.440417	77.891832	25.670801	-89.683658	32.820299	
40	-90.460960	19.285829	-80.734980	84.560567	14.503713	-98.440417	77.891832	25.670801	-89.683658	32.820299	
45	-90.460960	19.285829	-80.734980	84.560567	14.503713	-98.440417	77.891832	25.670801	-89.683658	32.820299	
50	-90.460960	19.285829	-80.734980	84.560567	14.503713	-98.440417	77.891832	25.670801	-89.683658	32.820299	
100	82.489895	51.523061	-32.030232	-3.988546	47.155932	-51.436989	14.880209	39.688525	-11.839481	-70.242464	
150	82.489895	51.523061	-32.030232	-3.988546	47.155932	-51.436989	14.880209	39.688525	-11.839481	-70.242464	
200	-70.502261	-95.564655	51.344725	-79.839417	77.373492	-21.023953	-78.740359	60.959099	-43.839171	-79.331485	
250	-70.502261	-95.564655	51.344725	-79.839417	77.373492	-21.023953	-78.740359	60.959099	-43.839171	-79.331485	
300	-70.502261	-95.564655	51.344725	-79.839417	77.373492	-21.023953	-78.740359	60.959099	-43.839171	-79.331485	
350	-70.502261	-95.564655	51.344725	-79.839417	77.373492	-21.023953	-78.740359	60.959099	-43.839171	-79.331485	
400	-70.502261	-95.564655	51.344725	-79.839417	77.373492	-21.023953	-78.740359	60.959099	-43.839171	-79.331485	
450	-70.502261	-95.564655	51.344725	-79.839417	77.373492	-21.023953	-78.740359	60.959099	-43.839171	-79.331485	
500	-70.502261	-95.564655	51.344725	-79.839417	77.373492	-21.023953	-78.740359	60.959099	-43.839171	-79.331485	
