%count	x
5	42.403203	94.079427	47.693770	-23.272960	55.323673	69.543716	-35.391332	-41.835832	-86.306822	22.283216	
10	47.661105	-34.289400	52.442697	28.287474	-19.822734	30.706153	-52.558178	24.913391	-13.443288	75.206763	
15	-28.822606	43.267387	35.047732	4.756991	48.055489	37.451221	-12.981975	39.985439	-49.987268	-60.271375	
20	-28.822606	43.267387	35.047732	4.756991	48.055489	37.451221	-12.981975	39.985439	-49.987268	-60.271375	
25	-28.822606	43.267387	35.047732	4.756991	48.055489	37.451221	-12.981975	39.985439	-49.987268	-60.271375	
30	-28.822606	43.267387	35.047732	4.756991	48.055489	37.451221	-12.981975	39.985439	-49.987268	-60.271375	
35	44.191532	-17.379652	46.632503	-8.733146	-50.481073	94.539030	-10.484568	85.783975	-68.285523	25.297277	
40	44.191532	-17.379652	46.632503	-8.733146	-50.481073	94.539030	-10.484568	85.783975	-68.285523	25.297277	
45	44.191532	-17.379652	46.632503	-8.733146	-50.481073	94.539030	-10.484568	85.783975	-68.285523	25.297277	
50	44.191532	-17.379652	46.632503	-8.733146	-50.481073	94.539030	-10.484568	85.783975	-68.285523	25.297277	
100	44.191532	-17.379652	46.632503	-8.733146	-50.481073	94.539030	-10.484568	85.783975	-68.285523	25.297277	
150	44.191532	-17.379652	46.632503	-8.733146	-50.481073	94.539030	-10.484568	85.783975	-68.285523	25.297277	
200	44.191532	-17.379652	46.632503	-8.733146	-50.481073	94.539030	-10.484568	85.783975	-68.285523	25.297277	
250	28.333836	31.312954	18.686642	-66.828146	-52.497062	6.755154	-98.524221	55.358589	-6.090272	-58.689861	
300	28.333836	31.312954	18.686642	-66.828146	-52.497062	6.755154	-98.524221	55.358589	-6.090272	-58.689861	
350	28.333836	31.312954	18.686642	-66.828146	-52.497062	6.755154	-98.524221	55.358589	-6.090272	-58.689861	
400	28.333836	31.312954	18.686642	-66.828146	-52.497062	6.755154	-98.524221	55.358589	-6.090272	-58.689861	
450	28.333836	31.312954	18.686642	-66.828146	-52.497062	6.755154	-98.524221	55.358589	-6.090272	-58.689861	
500	65.083056	-17.050661	20.410236	-80.199893	-60.007554	52.080969	-52.223467	77.338610	-30.683731	-97.943724	
