%count	x
15	98.352195	3.929936	-43.561540	-56.031808	-94.297241	-33.062438	23.536035	-6.142590	42.360878	45.650024	-65.071500	39.994251	49.106532	-96.726035	17.943581	7.428245	53.801488	-14.321974	-41.008693	92.108621	-11.363363	-17.942804	-60.481939	84.209679	53.090974	-50.746798	-54.076628	-58.339027	-0.379580	8.684535	
30	98.352195	3.929936	-43.561540	-56.031808	-94.297241	-33.062438	23.536035	-6.142590	42.360878	45.650024	-65.071500	39.994251	49.106532	-96.726035	17.943581	7.428245	53.801488	-14.321974	-41.008693	92.108621	-11.363363	-17.942804	-60.481939	84.209679	53.090974	-50.746798	-54.076628	-58.339027	-0.379580	8.684535	
45	98.352195	3.929936	-43.561540	-56.031808	-94.297241	-33.062438	23.536035	-6.142590	42.360878	45.650024	-65.071500	39.994251	49.106532	-96.726035	17.943581	7.428245	53.801488	-14.321974	-41.008693	92.108621	-11.363363	-17.942804	-60.481939	84.209679	53.090974	-50.746798	-54.076628	-58.339027	-0.379580	8.684535	
60	98.352195	3.929936	-43.561540	-56.031808	-94.297241	-33.062438	23.536035	-6.142590	42.360878	45.650024	-65.071500	39.994251	49.106532	-96.726035	17.943581	7.428245	53.801488	-14.321974	-41.008693	92.108621	-11.363363	-17.942804	-60.481939	84.209679	53.090974	-50.746798	-54.076628	-58.339027	-0.379580	8.684535	
75	98.352195	3.929936	-43.561540	-56.031808	-94.297241	-33.062438	23.536035	-6.142590	42.360878	45.650024	-65.071500	39.994251	49.106532	-96.726035	17.943581	7.428245	53.801488	-14.321974	-41.008693	92.108621	-11.363363	-17.942804	-60.481939	84.209679	53.090974	-50.746798	-54.076628	-58.339027	-0.379580	8.684535	
90	98.352195	3.929936	-43.561540	-56.031808	-94.297241	-33.062438	23.536035	-6.142590	42.360878	45.650024	-65.071500	39.994251	49.106532	-96.726035	17.943581	7.428245	53.801488	-14.321974	-41.008693	92.108621	-11.363363	-17.942804	-60.481939	84.209679	53.090974	-50.746798	-54.076628	-58.339027	-0.379580	8.684535	
105	98.352195	3.929936	-43.561540	-56.031808	-94.297241	-33.062438	23.536035	-6.142590	42.360878	45.650024	-65.071500	39.994251	49.106532	-96.726035	17.943581	7.428245	53.801488	-14.321974	-41.008693	92.108621	-11.363363	-17.942804	-60.481939	84.209679	53.090974	-50.746798	-54.076628	-58.339027	-0.379580	8.684535	
120	98.352195	3.929936	-43.561540	-56.031808	-94.297241	-33.062438	23.536035	-6.142590	42.360878	45.650024	-65.071500	39.994251	49.106532	-96.726035	17.943581	7.428245	53.801488	-14.321974	-41.008693	92.108621	-11.363363	-17.942804	-60.481939	84.209679	53.090974	-50.746798	-54.076628	-58.339027	-0.379580	8.684535	
135	19.888533	6.213618	66.960194	-61.804872	-95.228915	24.158315	-90.008767	-52.978924	1.949572	82.826314	47.900355	-80.830190	-29.362313	-4.471568	16.328292	-13.773979	-54.704915	51.366669	-80.662834	-41.076924	91.454627	-46.551101	-45.277003	49.025535	-8.248119	-70.302695	88.656124	-26.445563	69.568506	-63.331593	
150	19.888533	6.213618	66.960194	-61.804872	-95.228915	24.158315	-90.008767	-52.978924	1.949572	82.826314	47.900355	-80.830190	-29.362313	-4.471568	16.328292	-13.773979	-54.704915	51.366669	-80.662834	-41.076924	91.454627	-46.551101	-45.277003	49.025535	-8.248119	-70.302695	88.656124	-26.445563	69.568506	-63.331593	
