%count	x
5	-33.910166	4.561494	58.246295	40.572697	-14.124932	1.783007	-83.754027	-66.071852	-77.756776	40.870583	
10	29.109404	-90.457507	-68.489636	72.689605	-74.896755	22.238200	-94.435402	5.131193	24.724131	45.511446	
15	29.109404	-90.457507	-68.489636	72.689605	-74.896755	22.238200	-94.435402	5.131193	24.724131	45.511446	
20	6.302280	26.503597	-19.942341	-92.438249	6.619077	97.511732	8.904051	-30.356915	78.495021	55.461935	
25	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
30	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
35	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
40	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
45	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
50	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
100	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
150	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
200	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
250	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
300	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
350	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
400	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
450	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
500	-36.690033	26.997944	13.651611	-85.902324	-66.304953	38.578141	-15.667793	-80.239736	93.591577	23.171452	
